customer_id,customer_type,dynamic_segment,alert_count,rule_count,max_trigger,max_z_score,avg_num_trxns,avg_weekly_trxn_amt,trxn_amt_monthly,total_trxn_amt,cashout_count,sar_score,is_sar
aria_cust_000002,Individual,1,2,2,17561.0,9.05,3.6923076923076925,6257.461538461538,27115.666666666668,325388,129,0.6033333333333334,0
aria_cust_000006,Individual,1,1,1,106686.0,,2.1346153846153846,5935.576923076923,25720.833333333332,308650,71,0.0,0
aria_cust_000007,Individual,1,1,1,8963.0,,2.423076923076923,5520.115384615385,23920.5,287046,80,0.0,0
aria_cust_000008,Individual,1,1,1,96267.0,8.04,3.576923076923077,8492.865384615385,36802.416666666664,441629,142,0.5359999999999999,0
aria_cust_000013,Individual,1,1,1,233118.0,8.78,1.8653846153846154,7488.942307692308,32452.083333333332,389425,69,0.5853333333333333,1
aria_cust_000014,Individual,1,1,1,5204.0,,2.0961538461538463,3582.2115384615386,15522.916666666666,186275,71,0.0,0
aria_cust_000017,Individual,1,3,3,340162.0,7.9,3.576923076923077,16875.19230769231,73125.83333333333,877510,148,0.5266666666666667,0
aria_cust_000018,Individual,1,1,1,75136.0,,2.3461538461538463,6927.2692307692305,30018.166666666668,360218,75,0.0,0
aria_cust_000021,Individual,1,2,2,98261.0,13.91,3.1923076923076925,7235.442307692308,31353.583333333332,376243,106,0.9273333333333333,0
aria_cust_000022,Individual,1,2,2,1980341.0,,2.4423076923076925,41738.63461538462,180867.41666666666,2170409,73,0.0,0
aria_cust_000024,Individual,1,1,1,,,2.923076923076923,9913.384615384615,42958.0,515496,104,0.0,0
aria_cust_000026,Individual,1,2,2,405861.0,,4.288461538461538,15684.692307692309,67967.0,815604,126,0.0,0
aria_cust_000029,Individual,1,3,3,75086.0,3.75,4.769230769230769,15037.442307692309,65162.25,781947,167,0.25,1
aria_cust_000030,Individual,1,1,1,17838.0,,3.3461538461538463,6393.346153846154,27704.5,332454,104,0.0,0
aria_cust_000031,Individual,1,1,1,47670.0,6.3,2.2884615384615383,5140.038461538462,22273.5,267282,85,0.42,0
aria_cust_000032,Individual,1,1,1,99239.0,11.91,1.2307692307692308,4344.5192307692305,18826.25,225915,56,0.794,0
aria_cust_000033,Individual,1,1,1,8838.0,,2.5384615384615383,5065.692307692308,21951.333333333332,263416,110,0.0,0
aria_cust_000034,Individual,1,1,1,167310.0,,2.25,7148.923076923077,30978.666666666668,371744,82,0.0,0
aria_cust_000036,Individual,1,1,1,15485.0,,2.1153846153846154,4297.673076923077,18623.25,223479,79,0.0,0
aria_cust_000037,Individual,1,1,1,7919.0,,2.7884615384615383,5794.692307692308,25110.333333333332,301324,97,0.0,0
aria_cust_000038,Individual,1,1,1,77276.0,4.39,1.8076923076923077,3709.75,16075.583333333334,192907,73,0.29266666666666663,0
aria_cust_000039,Individual,1,1,1,38070.0,8.19,2.423076923076923,4604.0,19950.666666666668,239408,88,0.5459999999999999,0
aria_cust_000042,Individual,1,1,1,14243.0,,1.1730769230769231,2451.5576923076924,10623.416666666666,127481,44,0.0,0
aria_cust_000045,Individual,1,1,1,3265.0,,2.3076923076923075,4380.2307692307695,18981.0,227772,73,0.0,1
aria_cust_000047,Individual,1,1,1,188161.0,8.34,2.480769230769231,9021.326923076924,39092.416666666664,469109,95,0.5559999999999999,0
aria_cust_000048,Individual,1,1,1,18465.0,,2.4038461538461537,3839.2884615384614,16636.916666666668,199643,67,0.0,1
